(730.5 , 384.4)
(825.9 , 668.5)
(755.5 , 890.8)
(143.0 , 505.3)
(356.5 , 645.3)
(895.2 , 987.6)
(855.5 , 764.6)
(655.5 , 695.5)
(128.6 , 525.5)
(285.2 , 403.3)
(329.7 ,  64.2)
(958.3 , 724.1)
(752.9 , 475.1)
(923.5 ,  75.3)
(116.3 , 565.2)
(270.1 ,  81.1)
(146.5 , 176.3)
(814.1 , 215.3)
(818.6 , 541.2)
( 42.6 , 318.9)
(963.7 , 672.9)
(202.5 , 387.8)
(170.8 , 156.0)
(140.5 , 999.5)
(319.6 , 704.5)
(306.2 , 172.2)
(342.9 , 869.7)
(139.5 , 883.8)
(196.3 , 482.1)
( 97.5 , 596.1)
(346.1 , 347.6)
(771.8 , 619.0)
(893.0 , 324.2)
(707.8 , 768.8)
(306.8 , 299.1)
(125.5 , 926.1)
(737.3 , 674.7)
(486.5 , 665.4)
(385.7 , 680.3)
(194.5 , 182.8)
(802.0 , 848.8)
(333.2 , 467.8)
(207.2 , 426.8)
(511.7 ,   6.0)
(263.4 , 266.0)
(839.7 , 151.1)
(316.6 , 323.6)
(338.8 , 159.5)
(585.8 , 611.7)
(381.9 , 254.7)
(480.6 , 726.5)
(234.8 , 676.1)
(667.0 , 990.9)
(626.1 , 843.5)
(881.2 , 906.3)
(302.9 , 622.1)
(104.0 , 169.7)
(574.6 , 187.9)
(741.5 , 317.9)
(104.5 ,  75.2)
(500.7 , 786.5)
(540.6 , 340.6)
(861.3 , 142.4)
( 63.3 , 198.4)
(102.1 , 491.4)
(392.9 , 130.5)
(915.4 , 423.2)
(637.3 , 739.3)
(456.4 , 926.7)
(242.5 , 926.0)
(818.3 ,  98.4)
(628.9 , 359.0)
(825.9 , 305.5)
(850.6 , 275.9)
(124.5 , 773.5)
(964.1 , 336.2)
(168.6 , 456.0)
(147.4 , 694.0)
(636.7 , 251.7)
(387.5 , 617.6)
(895.3 , 926.3)
(385.6 , 578.6)
(917.1 , 796.2)
(772.8 , 129.8)
(442.8 , 464.9)
(621.2 , 910.7)
(635.2 , 777.7)
(942.6 , 537.6)
(607.0 , 398.0)
(615.0 , 545.7)
(110.0 , 255.8)
(602.1 , 515.8)
(514.8 , 122.1)
(320.0 , 827.3)
(436.4 , 408.7)
(820.7 , 281.6)
(152.8 , 476.2)
(831.4 , 702.3)
(117.6 , 332.8)
(750.9 , 838.7)
(669.7 ,  87.4)
(489.8 , 942.5)
(970.7 ,  62.2)
(101.7 , 782.5)
(964.7 , 389.8)
(682.8 , 272.8)
(332.1 , 298.6)
(330.7 , 276.3)
(702.5 , 634.0)
(293.9 , 222.1)
(522.2 , 618.4)
(293.8 ,  38.4)
(214.4 , 795.7)
(123.6 ,   4.4)
(478.4 , 115.0)
(517.4 , 506.0)
(366.5 ,  15.6)
(246.8 ,  29.7)
(152.5 , 581.3)
(851.7 , 970.3)
( 56.4 , 664.9)
(856.8 , 929.7)
(871.0 , 407.0)
(673.4 , 720.8)
(971.5 , 115.0)
(361.3 , 816.6)
(643.1 , 299.1)
(130.5 , 109.6)
(247.3 , 618.1)
(523.5 , 444.5)
(464.2 , 329.3)
(  4.4 , 816.4)
(295.7 ,  63.9)
(959.9 , 855.9)
(437.5 , 336.1)
(403.2 , 751.9)
(915.0 , 640.8)
(317.4 , 433.1)
(264.0 , 295.9)
(307.6 ,  92.7)
(628.8 , 113.7)
(  3.8 , 293.3)
(160.3 , 331.0)
(  6.9 , 455.1)
(475.2 , 353.4)
(802.4 , 475.9)
(925.9 , 568.6)
(423.1 , 448.0)
(192.8 , 564.9)
(883.4 , 774.8)
(543.3 , 721.3)
(927.4 , 607.2)
(704.2 , 912.2)
(396.1 , 502.6)
(274.9 , 474.0)
(781.4 , 779.8)
(288.9 , 507.8)
(775.9 , 189.0)
(808.7 , 321.1)
(656.1 ,  60.8)
(809.6 , 419.4)
(722.2 ,  17.0)
(443.8 , 644.4)
(105.7 , 201.1)
(496.4 , 171.7)
(238.1 , 381.3)
( 13.8 , 404.1)
(321.4 , 527.9)
(182.9 , 989.8)
(715.9 , 509.5)
(936.6 , 675.8)
(586.0 , 999.1)
(358.2 , 258.9)
(614.6 , 731.3)
(925.2 , 930.4)
(390.6 , 841.0)
(132.2 ,  85.4)
(841.2 , 251.6)
(622.2 , 642.3)
(740.9 , 733.3)
(952.7 , 292.3)
(464.2 ,  37.3)
(150.7 , 909.9)
(602.1 , 891.8)
(123.7 , 390.1)
(492.8 , 422.0)
(368.9 , 499.5)
(774.5 , 841.8)
(899.9 , 892.8)
(780.5 ,  53.9)
(413.0 , 703.8)
(400.4 , 728.5)
( 86.6 , 997.1)
(983.1 , 799.5)
(991.5 , 279.7)
(713.1 , 366.5)
(715.7 , 740.9)
(662.1 , 796.1)
(732.5 , 268.9)
(676.6 , 464.0)
(310.0 , 961.8)
(551.1 , 807.3)
(863.2 , 382.0)
(769.6 , 800.3)
(917.7 , 192.4)
(905.1 , 377.3)
(397.6 , 969.1)
(375.3 , 383.3)
( 39.9 ,  62.1)
(506.7 , 560.8)
(815.0 , 733.0)
(486.8 , 631.1)
(876.3 , 163.7)
(418.4 , 220.2)
(431.4 , 602.6)
( 83.2 , 352.0)
(605.5 , 868.5)
(139.2 , 972.9)
( 79.9 , 578.7)
(769.3 , 985.1)
(970.2 ,  35.2)
(380.5 , 360.7)
(167.7 , 924.6)
(592.0 ,  17.6)
(225.7 , 941.1)
(988.2 , 176.5)
(867.8 , 295.1)
( 40.1 , 759.2)
(578.2 , 451.2)
(835.7 , 334.8)
(250.8 , 557.8)
(162.1 , 655.1)
(177.4 , 509.1)
(352.0 , 737.7)
(168.2 , 889.3)
(  4.5 ,  70.9)
(579.1 , 213.0)
(204.0 , 929.8)
(173.9 ,  96.7)
(536.1 , 878.4)
(958.8 , 207.6)
(455.2 , 876.3)
(987.9 , 700.4)
(115.9 , 146.1)
(683.0 ,  10.4)
(329.6 , 395.8)
( 13.5 , 996.3)
(827.5 , 391.0)
(186.6 , 677.1)
(688.3 , 672.3)
(299.5 , 847.6)
(937.7 , 226.3)
(678.4 , 858.8)
(393.6 , 214.3)
(398.7 , 934.5)
(224.5 , 256.7)
(284.5 , 675.4)
(467.4 , 274.4)
( 63.6 ,  63.0)
(426.2 , 872.3)
(422.0 , 735.0)
(841.6 , 909.6)
( 32.6 , 874.2)
(695.6 , 971.0)
(225.9 , 964.3)
(789.6 , 735.5)
(130.1 , 355.7)
(646.3 , 606.4)
(922.9 , 740.3)
(583.5 , 837.7)
(367.5 , 327.4)
(767.9 , 756.6)
(919.8 ,  20.1)
(736.8 , 412.9)
(363.5 , 104.3)
(603.9 , 480.1)
(839.7 ,  63.2)
(406.0 , 318.1)
(610.9 , 301.0)
(767.0 , 550.1)
( 24.3 , 250.4)
(996.9 ,  92.3)
(218.2 , 888.4)
(182.3 , 797.1)
(463.4 , 136.6)
(407.7 , 265.4)
(115.7 , 445.1)
(750.3 , 937.7)
(768.7 ,  31.5)
(962.6 ,  86.9)
( 42.9 , 686.5)
(521.8 , 972.4)
(744.1 , 598.7)
(607.4 , 782.5)
(585.9 , 814.0)
( 78.5 , 733.1)
(593.5 , 755.4)
(715.6 , 318.6)
( 20.5 , 328.8)
( 68.1 , 829.9)
(407.7 , 682.2)
(355.0 , 937.2)
(556.2 , 453.1)
( 52.9 , 995.6)
(253.3 ,  63.4)
(901.1 ,  42.9)
(526.6 ,  61.7)
(285.7 , 931.0)
(267.3 , 128.9)
(145.1 , 633.9)
( 14.7 , 167.1)
(667.9 , 960.1)
(892.1 , 353.2)
(926.2 , 362.5)
(456.0 , 816.5)
(137.0 , 219.4)
(931.2 ,  50.9)
(725.1 ,  90.2)
(899.6 , 723.5)
(167.5 , 308.4)
(192.0 , 633.0)
(522.9 , 577.5)
(967.6 , 572.1)
( 91.3 , 647.8)
(590.9 , 976.9)
( 70.2 , 542.2)
(811.0 ,  55.8)
(737.4 , 981.2)
(828.1 ,  13.9)
( 17.8 , 759.1)
(833.1 , 880.2)
(298.8 , 585.2)
(136.5 , 842.8)
(100.1 , 692.0)
(464.0 ,   7.9)
(142.3 , 310.1)
(555.0 , 146.8)
(896.0 , 803.2)
(830.5 , 510.5)
(569.5 , 565.4)
(633.1 , 522.5)
(444.0 ,  22.1)
(345.2 ,   8.6)
(537.5 ,  30.5)
(223.4 , 173.1)
(179.6 , 370.6)
(758.5 , 378.4)
(246.3 , 708.7)
( 19.9 , 900.8)
(  4.8 , 236.9)
(459.8 , 710.7)
(822.5 , 619.8)
(182.8 , 859.2)
(659.5 ,  17.9)
(233.0 , 471.4)
(226.2 , 644.5)
(876.2 , 604.5)
(923.5 , 163.5)
(353.3 , 565.8)
(595.3 , 586.9)
(291.5 , 256.1)
(422.4 , 355.9)
(296.6 , 335.4)
(147.1 ,  67.5)
(919.2 , 958.7)
(878.8 ,  80.8)
(975.4 , 529.6)
(930.5 , 386.3)
( 27.5 ,  32.6)
(253.9 , 209.9)
(386.7 ,  55.3)
(424.5 , 567.9)
(493.6 , 285.9)
(428.0 , 847.9)
(654.4 , 477.0)
(485.5 , 373.0)
(801.6 , 762.2)
(690.1 , 356.8)
(685.7 , 217.3)
(691.6 , 104.8)
(106.0 ,  31.2)
(435.7 , 163.5)
(540.4 , 515.7)
(274.3 , 330.6)
( 44.4 , 182.6)
(648.7 , 579.2)
(947.4 ,  34.2)
(800.2 , 397.8)
( 93.1 , 936.5)
(642.6 , 137.2)
(735.4 , 871.2)
(941.2 , 443.3)
(564.4 , 777.8)
(  6.6 ,  43.5)
(818.4 , 567.9)
(856.2 , 702.6)
(937.5 , 990.0)
(996.1 ,  67.0)
(212.6 , 500.2)
(781.8 , 874.3)
(712.1 , 478.9)
(275.0 , 373.1)
(327.8 , 745.9)
(733.5 , 448.0)
(977.2 , 479.2)
(738.5 , 133.9)
(150.3 , 793.2)
(235.0 , 339.3)
(908.3 , 551.4)
(941.8 , 879.7)
(586.8 , 730.3)
(383.3 , 551.7)
(565.5 , 291.7)
(492.6 , 753.3)
(638.5 , 981.7)
(390.1 , 173.6)
(697.4 , 152.2)
(945.8 , 766.6)
(226.2 , 408.1)
(794.5 , 511.2)
(263.0 , 413.9)
( 73.5 , 955.0)
(587.4 , 290.1)
(158.2 , 381.2)
(969.0 , 368.2)
(655.6 , 941.7)
(423.8 , 778.4)
(222.5 , 100.9)
( 37.1 , 813.3)
(904.3 , 523.3)
(468.6 , 412.5)
(294.8 , 750.6)
(605.0 , 426.1)
(  5.6 , 596.9)
( 43.7 , 432.6)
(854.6 ,  85.8)
(614.4 , 196.2)
(983.1 , 855.7)
( 98.9 , 398.7)
(852.5 , 795.0)
(560.4 , 229.6)
(758.8 , 274.7)
(537.5 , 173.1)
(748.9 , 198.5)
(562.7 , 976.1)
(813.4 , 644.0)
(427.3 , 896.7)
(268.3 , 799.8)
( 56.1 , 338.1)
(306.6 , 390.8)
( 52.4 , 150.9)
(705.6 , 297.3)
(365.3 , 406.5)
(139.8 ,  32.7)
( 43.4 , 719.9)
(581.6 , 389.4)
(735.2 , 215.7)
(508.4 , 389.0)
(791.3 , 257.3)
(771.3 , 241.0)
(981.7 , 651.9)
(997.0 , 773.8)
(551.0 , 543.4)
(541.3 , 913.4)
(532.0 , 260.0)
(743.7 , 763.8)
(  6.7 , 545.1)
(852.2 , 494.3)
(848.8 , 221.0)
(492.1 , 207.1)
(463.3 , 555.8)
(349.5 , 703.9)
(264.7 , 232.9)
(981.5 , 148.6)
(975.4 ,  10.1)
(411.4 , 641.2)
(389.5 , 782.1)
(871.4 , 189.9)
(709.0 , 856.5)
(402.9 , 810.1)
(914.1 , 134.0)
( 38.9 , 782.6)
(142.7 , 411.8)
( 28.3 , 132.1)
(785.5 , 906.1)
(681.1 , 322.0)
(950.9 ,   5.1)
(641.9 , 177.8)
( 72.5 , 795.1)
(361.2 , 679.0)
(237.8 , 299.5)
(468.6 , 492.4)
(  5.4 , 367.7)
(276.7 , 828.1)
(989.7 , 501.2)
(804.3 , 348.1)
(330.3 , 250.3)
(702.4 , 813.2)
(547.1 , 193.1)
(567.2 , 352.5)
(677.2 , 761.8)
(757.0 , 572.4)
(746.4 , 355.0)
(442.6 ,  54.5)
(399.8 , 404.2)
(630.5 , 873.4)
(145.2 , 558.4)
(936.6 , 117.8)
(398.8 , 235.9)
(763.7 , 401.0)
(  2.3 , 940.4)
(101.7 , 545.9)
( 12.9 , 973.0)
(842.3 , 456.2)
(229.6 , 597.0)
(445.6 , 530.1)
( 54.8 , 879.4)
(165.0 , 234.7)
(400.8 , 438.7)
(618.0 , 690.8)
(999.9 , 248.6)
(899.1 , 615.0)
(  2.0 , 189.6)
( 57.7 , 852.3)
(821.3 , 120.6)
(671.5 , 617.1)
(174.2 , 406.0)
(293.2 , 129.9)
(904.6 , 299.2)
(439.1 , 693.0)
(157.4 , 126.4)
(620.5 , 594.5)
(636.0 , 226.5)
(107.3 , 233.5)
(262.6 , 638.9)
(779.0 , 321.0)
( 77.9 , 521.1)
( 85.5 , 473.9)
(720.3 , 240.0)
(757.4 , 299.7)
( 42.0 , 548.7)
(777.8 , 454.7)
(568.6 , 473.6)
(208.3 , 818.2)
( 69.3 ,  11.0)
(464.1 , 442.4)
( 30.1 , 605.1)
(495.7 , 257.6)
(360.6 , 841.0)
( 46.4 , 115.6)
(926.1 , 834.4)
(995.4 , 726.8)
(191.2 , 704.2)
(187.4 , 323.3)
( 23.8 , 102.0)
(510.4 , 853.9)
(493.0 , 339.6)
(903.8 , 244.1)
(874.5 , 954.1)
(999.9 , 919.0)
(269.9 , 176.1)
(  2.8 , 682.8)
(198.3 , 233.6)
(111.5 , 859.9)
(124.8 , 693.9)
(609.2 , 339.3)
( 52.4 , 642.7)
(443.0 ,  85.5)
(546.5 , 425.5)
(970.5 , 915.1)
(640.0 , 498.2)
(644.3 , 902.1)
(104.5 , 828.3)
(334.0 , 195.7)
(807.5 , 885.2)
(988.3 , 420.3)
(406.5 , 152.5)
(690.8 , 561.0)
(237.3 , 903.2)
(925.2 , 489.6)
(544.5 , 954.8)
(  2.6 , 567.5)
(976.2 , 940.6)
(483.3 , 236.9)
(792.6 ,  94.5)
(134.9 , 596.3)
(998.0 ,  37.3)
(578.2 , 141.3)
(449.5 , 368.1)
(640.9 , 417.4)
(854.1 , 624.7)
(848.2 , 556.2)
(110.3 , 961.7)
(869.9 ,  43.2)
(502.6 , 888.5)
(748.5 , 507.2)
(394.2 ,  13.4)
(658.7 , 368.7)
(498.5 , 705.6)
(124.5 , 481.2)
(383.2 ,  88.6)
(316.7 , 771.6)
(748.4 ,   3.4)
(716.7 , 835.0)
(474.7 , 610.6)
(651.7 , 820.5)
(975.7 , 750.9)
(691.0 , 790.0)
(243.3 , 127.3)
(567.7 , 742.4)
(118.0 , 423.1)
(561.4 , 898.1)
(619.6 , 279.3)
(961.2 , 232.7)
(366.8 , 466.9)
(901.3 ,   2.2)
(787.4 , 696.4)
(910.1 , 340.3)
(965.7 , 877.5)
( 21.6 , 211.2)
(560.0 , 406.3)
(388.1 , 335.7)
(767.3 , 922.8)
(258.3 , 946.1)
(188.1 , 748.9)
(801.2 , 592.5)
(199.9 ,  57.5)
(220.3 , 705.1)
(535.1 , 843.7)
(688.8 , 831.5)
(999.1 , 990.6)
(247.6 , 509.0)
( 45.3 , 966.1)
( 56.8 , 937.1)
(833.4 , 832.4)
(545.0 , 760.4)
(465.1 ,  65.4)
(996.4 , 315.8)
(628.2 , 479.3)
(944.8 , 156.9)
(598.1 , 641.3)
(505.0 ,  69.8)
(102.7 , 805.8)
(577.7 , 530.0)
(210.5 , 452.4)
(313.8 , 643.9)
(990.6 , 220.7)
(340.2 , 437.9)
(722.2 , 646.2)
(790.0 , 159.6)
(877.2 , 266.5)
(442.3 , 756.6)
(327.8 , 138.4)
(108.5 , 113.0)
(696.7 , 448.9)
( 30.3 , 490.6)
(416.8 , 990.5)
(157.4 ,  16.1)
(884.7 , 132.7)
(628.1 , 440.8)
(236.0 , 537.1)
(344.5 , 894.1)
(331.0 , 979.3)
(537.8 , 684.6)
(441.0 , 253.2)
( 13.9 , 510.7)
( 38.2 , 920.8)
(923.3 , 903.8)
(435.9 , 503.1)
(892.4 , 413.8)
(155.7 , 825.2)
(715.6 , 404.3)
(188.8 , 775.9)
(139.4 , 435.8)
(359.6 ,  80.3)
(695.1 , 711.9)
(859.3 , 876.8)
(924.2 , 322.9)
(527.3 , 996.7)
(553.2 , 858.1)
(917.9 , 762.5)
(377.8 , 951.9)
(203.2 , 612.7)
(521.2 , 743.4)
(541.0 , 285.7)
(205.4 , 723.1)
(411.4 , 106.3)
(103.8 , 912.6)
(520.6 , 369.5)
(167.8 , 633.4)
(654.6 , 845.3)
(232.3 , 763.9)
(596.6 , 123.2)
(745.0 , 238.0)
(733.3 , 785.5)
(701.2 , 944.4)
(572.8 , 870.8)
(843.8 , 357.3)
(325.4 , 926.5)
(  7.9 , 725.4)
(480.0 , 467.0)
(966.3 , 610.2)
(492.9 , 148.1)
(331.7 , 660.3)
(461.9 , 985.8)
(945.7 , 629.8)
(213.7 , 550.7)
(327.6 ,  24.9)
(592.2 ,  74.4)
(414.4 ,  59.9)
(667.0 , 887.6)
(982.0 , 825.8)
(198.5 , 152.3)
( 63.5 , 700.5)
(574.1 , 270.7)
(879.3 , 239.0)
( 82.2 , 378.1)
(990.3 , 337.2)
(726.0 ,  43.7)
(900.9 , 277.2)
(187.3 , 830.9)
(121.1 , 303.2)
(111.0 , 629.2)
(297.9 , 482.9)
( 36.2 , 355.4)
(798.2 , 555.0)
(334.4 , 796.0)
(525.6 , 413.1)
(137.6 , 660.2)
(537.8 , 222.4)
(473.7 , 891.3)
(718.0 ,  66.9)
(515.7 , 183.9)
(256.8 , 736.9)
(437.2 , 130.4)
( 76.8 , 219.6)
(574.6 , 501.6)
(236.6 , 191.3)
(334.1 ,  95.2)
(978.6 , 260.6)
